InvoiceNo,InvoiceDate,CustomerID,Country,sum_order,orders,average_order
78574546,"2019-11-04 14:59:00",13651.0,DE,681.09,2,340.55
78555497,"2019-06-03 15:03:00",16659.0,DE,695.28,1,695.28
78575494,"2019-11-10 09:08:00",17500.0,DE,699.33,3,233.11
78568322,"2019-09-26 13:41:00",15958.0,DE,716.38,1,716.38
78577897,"2019-11-22 11:48:00",14424.0,DE,729.12,1,729.12
78566555,"2019-09-13 11:41:00",15216.0,DE,736.44,1,736.44
78555732,"2019-06-07 08:19:00",14542.0,DE,750.92,1,750.92
78546752,"2019-03-16 12:55:00",13299.0,DE,783.48,1,783.48
78576635,"2019-11-16 09:32:00",15269.0,DE,791.74,1,791.74
78570671,"2019-10-11 14:51:00",16171.0,DE,801.72,1,801.72
78559165,"2019-07-06 16:40:00",12977.0,DE,824.81,1,824.81
78578684,"2019-11-25 08:59:00",16856.0,DE,827.10,1,827.10
78543986,"2019-02-15 09:46:00",16738.0,DE,839.64,1,839.64
78546436,"2019-03-14 09:42:00",14962.0,DE,855.96,1,855.96
78543482,"2019-02-08 17:16:00",17881.0,DE,866.33,1,866.33
78570601,"2019-10-11 12:08:00",17620.0,DE,891.24,1,891.24
78537816,"2018-12-08 13:51:00",16679.0,DE,893.70,1,893.70
78557286,"2019-06-19 12:36:00",17879.0,DE,904.01,1,904.01
78566218,"2019-09-09 15:25:00",13079.0,DE,919.22,5,183.84
78569697,"2019-10-05 15:38:00",17647.0,DE,931.11,1,931.11
78546377,"2019-03-11 12:13:00",15049.0,DE,963.25,1,963.25
78544084,"2019-02-15 16:27:00",14760.0,DE,978.44,1,978.44
78571315,"2019-10-17 10:47:00",16542.0,DE,991.00,1,991.00
78547907,"2019-03-28 12:18:00",15083.0,DE,998.32,1,998.32
78567711,"2019-09-22 10:04:00",15603.0,DE,1005.12,1,1005.12
78542865,"2019-02-01 12:08:00",12929.0,DE,1032.91,1,1032.91
78549552,"2019-04-10 11:58:00",13508.0,DE,1056.10,1,1056.10
78558094,"2019-06-26 13:04:00",14795.0,DE,1062.99,1,1062.99
78546006,"2019-03-08 15:22:00",17639.0,DE,1066.51,1,1066.51
78541483,"2019-01-18 12:40:00",15395.0,DE,1103.72,1,1103.72
78557116,"2019-06-16 16:57:00",15219.0,DE,1110.55,1,1110.55
78577604,"2019-11-21 08:57:00",14300.0,DE,1173.56,1,1173.56
78561384,"2019-07-27 09:01:00",13194.0,DE,1177.62,1,1177.62
78548669,"2019-04-01 15:13:00",15691.0,DE,1185.84,1,1185.84
78581136,"2019-12-07 13:16:00",18273.0,DE,1199.20,3,399.73
78557859,"2019-06-23 11:55:00",17709.0,DE,1203.78,1,1203.78
78579185,"2019-11-28 15:28:00",13188.0,DE,1209.70,1,1209.70
78537801,"2018-12-08 13:08:00",15221.0,DE,1267.81,1,1267.81
78572679,"2019-10-25 13:47:00",17024.0,DE,1285.35,3,428.45
78541517,"2019-01-19 08:34:00",12665.0,UK,1306.32,1,1306.32
78569035,"2019-09-30 10:44:00",15565.0,DE,1336.40,2,668.20
78571836,"2019-10-19 12:10:00",18019.0,DE,1337.92,1,1337.92
78536403,"2018-12-01 11:27:00",12791.0,Netherlands,1343.04,1,1343.04
78543202,"2019-02-04 13:04:00",17291.0,DE,1367.28,1,1367.28
78565488,"2019-09-05 11:38:00",15307.0,DE,1375.42,1,1375.42
78551890,"2019-05-05 09:44:00",14340.0,DE,1423.18,1,1423.18
78536676,"2018-12-02 12:18:00",16752.0,DE,1431.50,1,1431.50
78543537,"2019-02-09 13:50:00",12401.0,Belgium,1438.65,1,1438.65
78552032,"2019-05-05 18:16:00",14393.0,DE,1443.65,1,1443.65
78552240,"2019-05-06 17:04:00",13723.0,DE,1451.34,1,1451.34
78556446,"2019-06-10 15:33:00",15098.0,DE,1451.50,3,483.83
78541832,"2019-01-21 17:14:00",17889.0,DE,1465.52,2,732.76
78540184,"2019-01-05 13:40:00",15266.0,DE,1479.68,1,1479.68
78542240,"2019-01-26 14:45:00",16124.0,DE,1480.06,1,1480.06
78577032,"2019-11-17 13:07:00",13160.0,DE,1484.64,1,1484.64
78571506,"2019-10-17 15:22:00",15355.0,DE,1503.46,2,751.73
78570457,"2019-10-10 15:39:00",13666.0,DE,1506.59,3,502.20
78559986,"2019-07-14 11:47:00",15256.0,DE,1514.47,1,1514.47
78544693,"2019-02-23 09:25:00",15397.0,DE,1537.17,1,1537.17
78538048,"2018-12-09 13:14:00",15945.0,DE,1555.64,1,1555.64
78565614,"2019-09-05 15:20:00",17309.0,DE,1566.73,1,1566.73
78546829,"2019-03-17 12:00:00",14840.0,DE,1576.60,1,1576.60
78540825,"2019-01-11 13:54:00",13672.0,DE,1579.73,2,789.87
78545648,"2019-03-04 13:09:00",17325.0,DE,1602.46,1,1602.46
78557672,"2019-06-22 10:13:00",16114.0,DE,1645.82,1,1645.82
78552314,"2019-05-08 16:06:00",14353.0,DE,1651.36,1,1651.36
78553765,"2019-05-19 10:43:00",17245.0,DE,1665.87,1,1665.87
78544654,"2019-02-22 12:56:00",16913.0,DE,1669.50,1,1669.50
78563839,"2019-08-19 13:24:00",16828.0,DE,1674.94,1,1674.94
78571462,"2019-10-17 14:14:00",16363.0,DE,1677.80,1,1677.80
78574016,"2019-11-02 12:04:00",18105.0,DE,1688.23,1,1688.23
78542425,"2019-01-28 09:20:00",12574.0,France,1720.46,1,1720.46
78551334,"2019-04-27 16:39:00",17991.0,DE,1726.61,2,863.31
78549907,"2019-04-12 16:30:00",13484.0,DE,1737.48,1,1737.48
78555534,"2019-06-05 12:12:00",14682.0,DE,1759.20,2,879.60
78565994,"2019-09-08 11:46:00",13244.0,DE,1793.98,1,1793.98
78537833,"2018-12-08 14:53:00",13270.0,DE,1798.00,1,1798.00
78562270,"2019-08-03 16:42:00",12917.0,DE,1798.80,1,1798.80
78542909,"2019-02-01 15:35:00",16716.0,DE,1798.80,2,899.40
78554701,"2019-05-26 09:33:00",12974.0,DE,1810.74,1,1810.74
78560805,"2019-07-21 10:44:00",14259.0,DE,1810.96,1,1810.96
78550354,"2019-04-18 10:28:00",13811.0,UK,1819.86,3,606.62
78562355,"2019-08-04 13:25:00",14768.0,DE,1822.56,2,911.28
78580772,"2019-12-06 11:00:00",15992.0,DE,1826.59,1,1826.59
78556596,"2019-06-13 14:29:00",17349.0,DE,1826.60,1,1826.60
78574282,"2019-11-03 14:52:00",15612.0,DE,1839.43,2,919.71
78580535,"2019-12-04 16:02:00",16988.0,DE,1851.78,1,1851.78
78542222,"2019-01-26 12:42:00",14616.0,DE,1870.48,3,623.49
78560199,"2019-07-15 12:58:00",17948.0,DE,1870.56,1,1870.56
78577494,"2019-11-20 12:17:00",16506.0,DE,1883.10,2,941.55
78536529,"2018-12-01 13:20:00",14237.0,DE,1908.47,1,1908.47
78554043,"2019-05-20 14:47:00",16832.0,DE,1927.40,3,642.47
78573895,"2019-11-01 14:01:00",15423.0,DE,1957.50,1,1957.50
78546088,"2019-03-09 11:44:00",12881.0,DE,1976.39,1,1976.39
78558325,"2019-06-28 11:56:00",14351.0,DE,2002.80,1,2002.80
78573342,"2019-10-30 11:56:00",14582.0,DE,2014.12,1,2014.12
78575370,"2019-11-09 15:11:00",13522.0,DE,2017.56,1,2017.56
78546331,"2019-03-11 10:31:00",13133.0,DE,2018.55,2,1009.28
78575710,"2019-11-10 17:29:00",17901.0,DE,2059.74,1,2059.74
78562233,"2019-08-03 14:54:00",14972.0,DE,2068.64,1,2068.64
78567937,"2019-09-22 18:10:00",14147.0,DE,2071.56,2,1035.78
78549839,"2019-04-12 13:45:00",15212.0,DE,2091.76,1,2091.76
78552891,"2019-05-12 10:45:00",14681.0,DE,2098.68,3,699.56
78540544,"2019-01-09 15:32:00",18032.0,DE,2099.64,1,2099.64
78548541,"2019-03-31 17:59:00",14957.0,DE,2107.10,1,2107.10
78547080,"2019-03-20 15:06:00",15445.0,DE,2108.00,1,2108.00
78553900,"2019-05-19 17:47:00",12353.0,Bahrain,2109.80,1,2109.80
78547941,"2019-03-28 14:46:00",16692.0,DE,2112.49,2,1056.24
78550655,"2019-04-19 17:19:00",17217.0,DE,2141.28,1,2141.28
78567941,"2019-09-22 18:24:00",13519.0,DE,2162.04,1,2162.04
78545470,"2019-03-03 10:26:00",14483.0,DE,2162.82,1,2162.82
78558294,"2019-06-28 10:37:00",16545.0,DE,2166.54,1,2166.54
78536534,"2018-12-01 13:33:00",15350.0,DE,2183.49,1,2183.49
78567310,"2019-09-19 13:45:00",15504.0,DE,2194.88,1,2194.88
78578361,"2019-11-24 10:38:00",13638.0,DE,2202.11,1,2202.11
78572184,"2019-10-21 10:51:00",12403.0,Denmark,2225.20,1,2225.20
78574827,"2019-11-07 11:09:00",14080.0,DE,2243.52,1,2243.52
78548506,"2019-03-31 14:42:00",18037.0,DE,2244.75,6,374.13
78552644,"2019-05-10 13:25:00",15063.0,DE,2295.16,1,2295.16
78557317,"2019-06-19 16:07:00",12837.0,DE,2298.17,1,2298.17
78542129,"2019-01-25 15:18:00",13002.0,DE,2301.27,1,2301.27
78559018,"2019-07-05 13:07:00",18203.0,DE,2313.29,1,2313.29
78555070,"2019-05-31 11:36:00",15863.0,DE,2340.52,2,1170.26
78569901,"2019-10-06 16:20:00",12923.0,DE,2379.32,1,2379.32
78536374,"2018-12-01 09:09:00",15100.0,DE,2399.20,3,799.73
78572189,"2019-10-21 11:08:00",15286.0,DE,2407.45,1,2407.45
78555945,"2019-06-08 10:36:00",17409.0,DE,2432.91,2,1216.45
78558108,"2019-06-26 15:35:00",12548.0,Spain,2462.64,1,2462.64
78573282,"2019-10-28 13:55:00",18030.0,DE,2473.77,2,1236.88
78541664,"2019-01-20 12:23:00",17862.0,DE,2503.97,1,2503.97
78564428,"2019-08-25 11:27:00",17844.0,Canada,2531.48,1,2531.48
78543275,"2019-02-06 12:49:00",13584.0,DE,2542.62,1,2542.62
78545165,"2019-02-28 13:41:00",16339.0,DE,2556.80,1,2556.80
78548707,"2019-04-03 12:08:00",13781.0,DE,2562.41,1,2562.41
78544096,"2019-02-16 09:45:00",14386.0,DE,2578.02,1,2578.02
78574729,"2019-11-06 15:04:00",15526.0,DE,2588.74,2,1294.37
78536556,"2018-12-01 14:38:00",17643.0,DE,2594.38,1,2594.38
78548623,"2019-04-01 12:10:00",13841.0,DE,2599.00,1,2599.00
78549974,"2019-04-13 14:31:00",17746.0,DE,2606.93,1,2606.93
78550821,"2019-04-21 08:54:00",12506.0,France,2622.93,1,2622.93
78581416,"2019-12-08 14:58:00",14569.0,DE,2629.20,1,2629.20
78558555,"2019-06-30 13:03:00",15578.0,DE,2637.18,1,2637.18
78558440,"2019-06-29 12:53:00",17408.0,DE,2665.50,1,2665.50
78537390,"2018-12-06 13:47:00",16658.0,DE,2685.71,1,2685.71
78547051,"2019-03-20 12:06:00",12902.0,DE,2691.20,1,2691.20
78578705,"2019-11-25 11:12:00",12531.0,UK,2703.71,1,2703.71
78556464,"2019-06-12 10:53:00",18281.0,DE,2713.22,1,2713.22
78563443,"2019-08-16 13:26:00",12641.0,Sweden,2720.47,1,2720.47
78550190,"2019-04-14 19:16:00",15135.0,DE,2736.42,1,2736.42
78550755,"2019-04-20 12:01:00",17548.0,DE,2749.42,1,2749.42
78554813,"2019-05-26 13:26:00",15852.0,DE,2751.70,2,1375.85
78580265,"2019-12-02 12:47:00",12587.0,Finland,2767.00,1,2767.00
78542925,"2019-02-02 09:39:00",14457.0,DE,2779.44,1,2779.44
78575948,"2019-11-13 11:51:00",14661.0,DE,2788.38,1,2788.38
78567710,"2019-09-22 10:03:00",16213.0,DE,2792.52,1,2792.52
78575910,"2019-11-11 16:05:00",14836.0,DE,2804.31,3,934.77
78536636,"2018-12-02 11:23:00",15070.0,DE,2807.64,1,2807.64
78551543,"2019-05-03 09:26:00",16055.0,DE,2819.95,1,2819.95
78547694,"2019-03-24 15:12:00",15178.0,DE,2869.60,1,2869.60
78571432,"2019-10-17 13:03:00",16737.0,DE,2877.12,1,2877.12
78537817,"2018-12-08 13:53:00",18269.0,DE,2881.72,1,2881.72
78538002,"2018-12-09 11:48:00",14932.0,"Channel Islands",2885.18,1,2885.18
78548459,"2019-03-31 11:57:00",14890.0,DE,2886.27,1,2886.27
78537236,"2018-12-06 09:52:00",16858.0,DE,2901.69,1,2901.69
78554111,"2019-05-22 14:40:00",15724.0,DE,2902.49,2,1451.24
78557103,"2019-06-16 15:49:00",16852.0,DE,2907.09,2,1453.55
78551523,"2019-05-01 12:09:00",16634.0,DE,2940.60,2,1470.30
78536674,"2018-12-02 12:16:00",15923.0,DE,2963.45,1,2963.45
78543117,"2019-02-03 13:30:00",12464.0,Belgium,2986.72,8,373.34
78569204,"2019-10-02 10:43:00",16591.0,DE,3018.66,1,3018.66
78545305,"2019-03-01 12:58:00",15257.0,DE,3030.62,1,3030.62
78554081,"2019-05-22 11:47:00",13227.0,DE,3073.06,1,3073.06
78570250,"2019-10-10 09:01:00",14027.0,DE,3093.96,1,3093.96
78565780,"2019-09-06 15:30:00",13130.0,DE,3103.04,1,3103.04
78552319,"2019-05-09 08:23:00",13003.0,DE,3117.97,3,1039.32
78572792,"2019-10-26 10:51:00",15516.0,DE,3119.80,3,1039.93
78569087,"2019-09-30 12:03:00",13095.0,DE,3137.52,1,3137.52
78577808,"2019-11-22 08:28:00",13403.0,DE,3139.56,1,3139.56
78555363,"2019-06-02 14:15:00",14453.0,DE,3148.26,1,3148.26
78551392,"2019-04-28 12:07:00",13229.0,DE,3155.49,1,3155.49
78580102,"2019-12-01 15:12:00",16789.0,DE,3176.48,1,3176.48
78563857,"2019-08-19 15:44:00",12968.0,DE,3176.65,1,3176.65
78578384,"2019-11-24 11:47:00",16189.0,DE,3217.98,2,1608.99
78545647,"2019-03-04 12:46:00",12547.0,Spain,3238.68,2,1619.34
78538208,"2018-12-10 11:39:00",14037.0,DE,3258.09,2,1629.05
78554008,"2019-05-20 12:31:00",17455.0,DE,3263.44,1,3263.44
78569252,"2019-10-03 10:38:00",14333.0,DE,3268.20,1,3268.20
78580173,"2019-12-02 11:43:00",18282.0,DE,3270.11,2,1635.06
78580159,"2019-12-02 10:45:00",17942.0,DE,3277.60,1,3277.60
78549169,"2019-04-06 17:25:00",17906.0,DE,3298.81,1,3298.81
78563571,"2019-08-17 14:58:00",15541.0,DE,3337.85,1,3337.85
78570023,"2019-10-07 10:22:00",13876.0,DE,3341.12,1,3341.12
78555092,"2019-05-31 13:08:00",16483.0,DE,3416.93,1,3416.93
78579133,"2019-11-28 12:36:00",17852.0,DE,3417.22,2,1708.61
78568713,"2019-09-28 16:04:00",13061.0,DE,3441.85,1,3441.85
78559340,"2019-07-07 16:51:00",13699.0,DE,3446.00,1,3446.00
78580331,"2019-12-02 15:53:00",13017.0,DE,3455.52,1,3455.52
78538073,"2018-12-09 14:10:00",17816.0,DE,3466.04,4,866.51
78563849,"2019-08-19 15:04:00",14772.0,DE,3494.14,1,3494.14
78536972,"2018-12-03 13:42:00",16926.0,DE,3495.92,1,3495.92
78579445,"2019-11-29 13:41:00",15206.0,DE,3501.90,4,875.48
78547207,"2019-03-21 14:25:00",17763.0,DE,3504.00,1,3504.00
78569003,"2019-09-29 18:13:00",13364.0,DE,3511.24,1,3511.24
78545343,"2019-03-02 09:05:00",15733.0,DE,3513.30,1,3513.30
78551736,"2019-05-04 10:47:00",17443.0,Canada,3522.96,1,3522.96
78570213,"2019-10-09 11:32:00",16248.0,DE,3545.34,1,3545.34
78544905,"2019-02-24 13:54:00",17117.0,DE,3556.39,1,3556.39
78570090,"2019-10-07 11:43:00",13806.0,DE,3557.39,1,3557.39
78545214,"2019-02-28 16:39:00",17165.0,DE,3559.92,1,3559.92
78576874,"2019-11-16 16:30:00",15432.0,DE,3587.25,1,3587.25
78537625,"2018-12-07 14:57:00",15180.0,DE,3610.90,1,3610.90
78578057,"2019-11-22 15:05:00",12920.0,DE,3611.06,1,3611.06
78536524,"2018-12-01 12:51:00",17572.0,DE,3612.05,4,903.01
78568383,"2019-09-27 09:39:00",13514.0,DE,3617.20,1,3617.20
78548256,"2019-03-30 10:50:00",17775.0,DE,3622.56,1,3622.56
78536759,"2018-12-02 14:26:00",16781.0,DE,3643.21,1,3643.21
78580094,"2019-12-01 14:50:00",15904.0,DE,3670.64,1,3670.64
78543126,"2019-02-03 14:41:00",13581.0,DE,3678.75,1,3678.75
78552806,"2019-05-11 12:36:00",15729.0,DE,3723.76,1,3723.76
78540777,"2019-01-11 11:15:00",13144.0,DE,3736.30,1,3736.30
78558758,"2019-07-03 12:27:00",17939.0,DE,3755.97,1,3755.97
78549319,"2019-04-08 10:09:00",16623.0,DE,3758.13,1,3758.13
78553197,"2019-05-15 14:32:00",17263.0,DE,3769.32,1,3769.32
78580529,"2019-12-04 15:35:00",14658.0,DE,3770.94,2,1885.47
78566300,"2019-09-11 16:05:00",18215.0,DE,3786.06,1,3786.06
78557426,"2019-06-20 12:06:00",15016.0,DE,3801.35,1,3801.35
78580278,"2019-12-02 13:11:00",13560.0,DE,3818.40,1,3818.40
78570859,"2019-10-12 15:22:00",18277.0,DE,3853.06,1,3853.06
78574698,"2019-11-06 13:48:00",14039.0,DE,3868.10,1,3868.10
78547038,"2019-03-20 10:51:00",15703.0,DE,3878.64,1,3878.64
78561891,"2019-07-31 14:19:00",15438.0,DE,3881.44,1,3881.44
78572071,"2019-10-20 13:37:00",13366.0,DE,3886.56,1,3886.56
78553916,"2019-05-20 08:18:00",17166.0,DE,3891.82,2,1945.91
78561099,"2019-07-25 11:01:00",14100.0,DE,3893.02,1,3893.02
78538993,"2018-12-15 12:01:00",15512.0,DE,3898.68,2,1949.34
78554647,"2019-05-25 12:39:00",14705.0,DE,3899.00,1,3899.00
78551877,"2019-05-05 08:30:00",16990.0,DE,3899.00,1,3899.00
78575737,"2019-11-11 08:59:00",14789.0,DE,3916.76,1,3916.76
78569892,"2019-10-06 15:48:00",15937.0,DE,3927.27,1,3927.27
78544317,"2019-02-17 14:51:00",18138.0,DE,3955.15,1,3955.15
78548981,"2019-04-05 12:24:00",15442.0,DE,3958.80,1,3958.80
78538509,"2018-12-12 13:37:00",14413.0,DE,3963.36,1,3963.36
78541884,"2019-01-24 11:12:00",14782.0,DE,3974.34,1,3974.34
78536838,"2018-12-02 18:23:00",14865.0,DE,4017.96,2,2008.98
78572683,"2019-10-25 13:53:00",15158.0,DE,4032.42,1,4032.42
78543693,"2019-02-11 11:40:00",12897.0,DE,4032.70,2,2016.35
78549813,"2019-04-12 12:16:00",17972.0,DE,4046.15,1,4046.15
78543282,"2019-02-06 16:08:00",12956.0,DE,4057.05,1,4057.05
78571662,"2019-10-18 12:54:00",14861.0,DE,4064.67,1,4064.67
78548608,"2019-04-01 11:20:00",13462.0,DE,4066.44,1,4066.44
78574502,"2019-11-04 13:16:00",17274.0,DE,4072.87,1,4072.87
78549584,"2019-04-11 09:47:00",17574.0,DE,4091.53,1,4091.53
78545835,"2019-03-07 13:17:00",17654.0,DE,4105.71,1,4105.71
78560241,"2019-07-17 12:02:00",13967.0,DE,4109.46,1,4109.46
78569080,"2019-09-30 11:46:00",15593.0,DE,4109.76,1,4109.76
78570495,"2019-10-11 09:05:00",16861.0,DE,4109.90,2,2054.95
78555588,"2019-06-06 09:16:00",16849.0,DE,4134.27,1,4134.27
78570114,"2019-10-07 12:31:00",13587.0,DE,4136.88,1,4136.88
78544107,"2019-02-16 10:50:00",15670.0,DE,4152.26,1,4152.26
78574040,"2019-11-02 13:01:00",14974.0,DE,4175.23,1,4175.23
78572332,"2019-10-24 10:20:00",17186.0,DE,4186.00,2,2093.00
78573404,"2019-10-30 15:50:00",14295.0,DE,4220.88,1,4220.88
78549910,"2019-04-12 17:12:00",16697.0,DE,4255.55,1,4255.55
78577540,"2019-11-20 14:28:00",14984.0,DE,4256.00,2,2128.00
78577724,"2019-11-21 12:37:00",12984.0,DE,4294.30,1,4294.30
78559092,"2019-07-06 10:48:00",16829.0,DE,4326.33,1,4326.33
78557948,"2019-06-23 16:35:00",13937.0,DE,4343.01,1,4343.01
78544328,"2019-02-17 16:35:00",14371.0,DE,4356.38,1,4356.38
78536863,"2018-12-03 11:19:00",17967.0,DE,4367.86,1,4367.86
78550960,"2019-04-21 16:39:00",12622.0,UK,4373.89,1,4373.89
78547003,"2019-03-18 14:13:00",14155.0,DE,4392.95,1,4392.95
78545435,"2019-03-02 15:28:00",16217.0,DE,4393.39,2,2196.70
78573758,"2019-11-01 09:51:00",14345.0,DE,4397.48,1,4397.48
78575485,"2019-11-09 17:03:00",18274.0,DE,4402.10,1,4402.10
78555367,"2019-06-02 14:28:00",17900.0,DE,4423.06,2,2211.53
78541873,"2019-01-24 09:52:00",14368.0,DE,4433.96,1,4433.96
78569698,"2019-10-05 15:49:00",14054.0,DE,4452.48,1,4452.48
78541281,"2019-01-17 11:59:00",17988.0,DE,4472.91,7,638.99
78575360,"2019-11-09 14:59:00",16516.0,DE,4473.98,1,4473.98
78547494,"2019-03-23 12:08:00",18191.0,DE,4477.44,1,4477.44
78571226,"2019-10-14 13:49:00",13006.0,DE,4499.66,1,4499.66
78547639,"2019-03-24 11:34:00",17698.0,DE,4502.82,1,4502.82
78547221,"2019-03-21 15:06:00",13262.0,DE,4504.56,1,4504.56
78558442,"2019-06-29 13:10:00",15537.0,DE,4515.88,1,4515.88
78563182,"2019-08-12 14:33:00",17122.0,DE,4516.70,1,4516.70
78571734,"2019-10-19 09:59:00",17148.0,DE,4537.24,1,4537.24
78573360,"2019-10-30 12:51:00",15748.0,DE,4538.78,1,4538.78
78539264,"2018-12-16 15:02:00",15224.0,DE,4540.92,2,2270.46
78540521,"2019-01-09 12:46:00",12651.0,France,4565.52,1,4565.52
78577302,"2019-11-18 12:57:00",17904.0,DE,4592.00,1,4592.00
78577336,"2019-11-18 14:50:00",14793.0,DE,4604.54,1,4604.54
78565127,"2019-09-01 12:28:00",13147.0,DE,4606.56,4,1151.64
78547795,"2019-03-25 12:21:00",14536.0,DE,4609.22,1,4609.22
78552448,"2019-05-09 13:45:00",18120.0,DE,4623.07,1,4623.07
78549056,"2019-04-06 10:40:00",15917.0,DE,4629.76,1,4629.76
78538640,"2018-12-13 14:32:00",17524.0,DE,4633.66,1,4633.66
78564843,"2019-08-30 14:09:00",15866.0,DE,4648.01,1,4648.01
78542214,"2019-01-26 12:19:00",17118.0,DE,4659.84,1,4659.84
78563196,"2019-08-12 16:54:00",14406.0,DE,4678.05,1,4678.05
78561032,"2019-07-24 11:37:00",13029.0,DE,4685.48,3,1561.83
78566623,"2019-09-14 09:31:00",12756.0,Japan,4686.00,1,4686.00
78571443,"2019-10-17 13:43:00",17785.0,DE,4688.35,1,4688.35
78575904,"2019-11-11 15:28:00",18014.0,DE,4696.37,1,4696.37
78565404,"2019-09-04 10:35:00",13434.0,DE,4703.28,2,2351.64
78550782,"2019-04-20 13:55:00",18246.0,DE,4719.34,2,2359.67
78572088,"2019-10-20 14:33:00",14585.0,DE,4720.22,1,4720.22
78560827,"2019-07-21 11:42:00",14517.0,DE,4751.84,2,2375.92
78551413,"2019-04-28 13:33:00",16227.0,DE,4782.06,1,4782.06
78563075,"2019-08-11 16:11:00",13645.0,DE,4783.90,1,4783.90
78539478,"2018-12-19 15:07:00",17343.0,DE,4795.98,1,4795.98
78538513,"2018-12-12 14:21:00",15454.0,DE,4814.05,1,4814.05
78550817,"2019-04-20 17:00:00",17946.0,DE,4818.43,2,2409.22
